mean_nni,median_nni,range_nni,sdnn,sdsd,rmssd,nn50,pnni_50,nn20,pnni_20,cvnni,cvsd,mean_hr,max_hr,min_hr,std_hr
838.2857142857143,840.0,180.0,35.75161610095728,34.95521431306972,34.70371487444761,6,8.695652173913043,37,53.62318840579711,0.04264848546467296,0.04139843287681208,71.70468585860199,80.0,64.51612903225806,3.0985548370253118
